Nome;cluster;pc1;pc2
Blue Crystal Shard;3;-0.30052072;-0.18193302
Blue Crystal Splinter;3;-0.27363312;-0.19346799
Blue Gem;3;-0.3262285;-0.119211756
Bracelet of Strengthening;0;-0.18560134;0.17266093
Brass Button;0;0.29793468;0.21693382
Brooch of Embracement;3;-0.25485373;0.09213787
Brown Crystal Splinter;3;-0.33992153;-0.26178828
Bursa Obscura;5;0.20887338;0.18284534
Cerulean Abyss;5;0.12699836;-0.014478341
Christmas Token;4;0.3325486;0.011934745
Cluster of Solace;3;-0.30993253;-0.12954229
Colbalt Ridge;5;0.06667941;0.11469314
Copper Token;5;0.30418098;0.20726795
Coral Brooch;3;-0.13189244;-0.2315985
Cruelty's Chest;3;-0.2616929;0.007963284
Cruelty's Claw;3;-0.33524308;0.032105602
Crunor Idol;3;-0.20465988;-0.043427117
Crystal Coin;3;-0.34067246;-0.12967741
Cursed Bone;3;-0.34909198;-0.19783169
Cursed Wood;3;-0.19007006;0.015728401
Cyan Crystal Fragment;3;-0.26636004;-0.19508511
Dark Bell (Sino);3;-0.098856285;-0.09621942
Darklight Geode;1;0.053785432;-0.0036744908
Death Toll;3;-0.1957473;-0.1559823
Decorative Plume;4;0.16941181;-0.07700693
Demon Claws;3;-0.33264747;-0.074404076
Demon Skull Addon;3;-0.30293506;-0.20893227
Diabolic Skull;3;-0.14843567;-0.19229403
Diamond;3;-0.30604017;-0.119788125
Dragon Figurine;3;-0.35169294;-0.3489262
Dragonfetish;3;-0.12799463;-0.20825385
Dream Matter;3;-0.09921653;-0.11750003
Drome Cube;5;0.3763436;0.05941908
Dust;4;0.28889567;-0.05768387
Eldritch Casket;5;0.14805698;0.1796086
Eldritch Crystal;5;0.017676914;-0.13610435
Emberwing Figurine;4;0.07981694;-0.32860684
Emerald Bangle;3;-0.43592083;-0.06942465
Empty Surprise Cube;4;0.2725969;-0.1664445
Essence of Dread;5;0.048889298;0.030490171
Essence of Wishful Thinking;5;0.13254791;-0.033164762
Etcher;5;0.019641059;0.06652369
Exalted Core;5;0.20103091;0.20469132
Extended Promotion Scroll;4;0.25655964;-0.14673346
Eye of the Chasm;5;0.014898938;-0.10675443
Eye-Embroidered Veil;1;-0.023183666;-0.18292765
Fiery Horseshoe;3;-0.21452048;-0.15786871
Fiery Tear;1;0.09394999;-0.12943223
Figurine of Cruelty;3;-0.316672;-0.1370683
Figurine of Greed;3;-0.06481015;-0.008496264
Figurine of Hatred;3;-0.20998085;-0.04081095
Figurine of Malice;3;-0.26367894;-0.111541435
Figurine of Megalomania;3;-0.18408284;-0.12996447
Figurine of Spite;3;-0.11446913;-0.11322727
Final Judgement;0;-0.10287087;0.30397138
Firefighting Axe;1;-0.074159324;-0.016183123
Fireproof Horn;5;0.08864998;0.024886027
Flames of the Percht Queen;1;-0.103360556;-0.024517393
Gemmed Figurine;3;-0.27626348;-0.33106327
Ghost Claw;3;-0.27949366;-0.16882466
Giant Amethyst;3;-0.2731773;-0.19454297
Giant Emerald;3;-0.23001364;-0.02414138
Giant Ruby;3;-0.27621526;-0.19018008
Giant Sapphire;3;-0.30308893;0.033281773
Giant Shimmering Pearl;3;-0.29952946;-0.27080444
Giant Topaz;3;-0.37055087;-0.11521846
Glooth Bag;3;-0.21549915;-0.011868683
Goblet of Gloom;3;-0.15734252;-0.14289954
Gold Coin;0;0.05501815;0.047077883
Gold Ingot;3;-0.36454532;0.036814507
Gold Nugget;3;-0.10628809;-0.2460258
Gold Token;3;-0.3651717;-0.03474119
Golden Cheese Wedge;5;0.077785045;-0.025894318
Golden Dustbin;4;0.194022;-0.06553164
Golden Horseshoe;0;0.14703728;0.07333394
Golden Mask;3;-0.24442726;-0.21613252
Golden Raid Token;0;0.10112281;0.23920353
Golden Sea Horse Figurine;3;-0.0034711456;-0.20677005
Golden Skull;5;0.015559526;-0.073364556
Golden Sun Coin;1;0.24730115;0.03255926
Golden Tiger Coin;0;0.11740456;0.10045061
Gooey Mass;5;-0.06376825;-0.066628315
Greater Guardian Gem;3;-0.455066;-0.13906312
Greater Marksman Gem;3;-0.3325394;-0.07684939
Greater Mystic Gem;3;-0.40023053;-0.20875442
Greater Proficiency Catalyst;5;0.06794262;0.24869595
Greater Sage Gem;3;-0.40110523;-0.15890108
Greater Spiritualist Gem;3;-0.42497516;-0.19360651
Greed's Arm;0;-0.09128981;0.12953529
Green Crystal Fragment;3;-0.34101012;-0.04859091
Green Crystal Shard;3;-0.3730158;-0.27038816
Green Crystal Splinter;3;-0.2856391;-0.2788508
Green Gem;3;-0.3495071;-0.08234437
Grovebeast Figurine;4;0.04064051;-0.35109293
Gruesome Fan;3;-0.22856992;-0.033016987
Guardian Gem;3;-0.39539954;-0.09917354
Heart of the Mountain Charm;0;-0.13526861;0.17485279
Heavily Rusted Armor;3;-0.25802803;-0.046416905
Heavily Rusted Helmet;5;0.1234749;0.2447654
Heavily Rusted Legs;5;0.08405676;0.17706226
Heavily Rusted Shield;5;0.12686935;0.31360838
Herald's Insignia;3;-0.13548926;-0.036625132
Herald's Wings;3;-0.20398277;-0.19675459
Hexagonal Ruby;1;0.07680306;-0.061795272
Horseshoe;0;0.12957554;0.119316906
Ice Shield;3;-0.21626657;-0.09044555
Icicle (The Percht Queen);5;0.020255554;0.06660261
Intricate Bash Scroll;5;0.047240462;-0.09499869
Intricate Blockade Scroll;5;0.06273409;-0.03428374
Intricate Chop Scroll;5;0.08894376;-0.09254951
Intricate Cloud Fabric Scroll;4;0.17027652;-0.25270477
Intricate Demon Presence Scroll;3;-0.24596713;-0.18612826
Intricate Dragon Hide Scroll;3;-0.14692032;-0.33423886
Intricate Electrify Scroll;5;0.15741354;-0.124592565
Intricate Epiphany Scroll;3;-0.052208837;-0.23499268
Intricate Featherweight Scroll;5;0.04348411;-0.17924267
Intricate Frost Scroll;4;0.20163356;-0.23983663
Intricate Lich Shroud Scroll;5;0.07555947;-0.11046573
Intricate Precision Scroll;5;0.17885585;0.04021041
Intricate Punch Scroll;5;0.050121285;-0.08793431
Intricate Quara Scale Scroll;5;0.19101664;-0.07976618
Intricate Reap Scroll;5;0.10117536;-0.16785453
Intricate Scorch Scroll;5;0.048916403;-0.19982445
Intricate Slash Scroll;5;0.064939566;-0.16241735
Intricate Snake Skin Scroll;3;-0.0037065942;-0.3172223
Intricate Strike Scroll;5;0.12639283;0.037637632
Intricate Swiftness Scroll;5;0.10784177;-0.029147988
Intricate Vampirism Scroll;3;-0.22763479;-0.22318064
Intricate Venom Scroll;3;-0.10009823;-0.18422073
Intricate Vibrancy Scroll;5;0.21430583;-0.1056445
Intricate Void Scroll;5;0.12313323;-0.16232078
Iron Token;5;0.26179913;0.2058195
Ivory Comb;3;-0.26088306;-0.1320238
Izcandar's Snow Globe;5;-0.054598935;0.10601671
Izcandar's Sundial;5;-0.023458183;0.14951527
Jagged Sickle;1;0.055826705;-0.10634424
Lesser Guardian Gem;3;-0.43298513;-0.12552185
Lesser Marksman Gem;3;-0.33752188;-0.12613581
Lesser Mystic Gem;3;-0.40435475;-0.22143833
Lesser Sage Gem;3;-0.38742313;-0.1769864
Lesser Spiritualist Gem;3;-0.42709744;-0.21244057
Lion Figurine;3;-0.13117182;-0.25100452
Lots;5;0.22807567;0.111486815
Luminescent Crystal;1;0.352241;-0.09483698
Major Crystalline Token;5;0.30301964;0.050985686
Malice's Horn;3;-0.19848366;0.18851164
Malice's Spine;3;-0.1676342;0.07848952
Malofur's Lunchbox;5;0.2522181;-0.020880386
Marksman Gem;3;-0.2623751;-0.0630671
Maxxenius Head;5;0.097849205;0.1466127
Medal of Valiance;0;0.10889914;0.37754598
Megalomania's Essence;3;-0.1758197;0.074089244
Megalomania's Skull;3;-0.13371441;0.08957328
Mind Stone;3;-0.415789;-0.12176601
Minor Crystalline Token;4;0.39572665;-0.035369687
Moon Pin;0;0.117349684;-0.007124618
Moonhunter Figurine;3;-0.024674987;-0.33970606
Moonlight Crystals;1;0.23873019;-0.13390149
Moonstone;3;-0.2608682;-0.16195783
Morshabaal's Extract;5;0.17047685;0.014465616
Mossmasher Figurine;3;-0.010935456;-0.3508352
Mucus Plug;5;0.31627792;0.06142779
Mysterious Remains;3;-0.32703787;-0.11165424
Mystery Box;0;0.10560386;-0.08550697
Mystic Gem;3;-0.3444736;-0.15996848
Noble Amulet;0;-0.08761123;0.17624712
Omniphant Figurine;3;-0.0993094;-0.43831336
Onyx Chip;3;-0.34383747;-0.05638725
Opal;3;-0.46615133;-0.22234406
Orichalcum Pearl;3;-0.30542043;-0.12298412
Ornate Locket;0;-0.08440556;0.056858588
Percht Broom;5;0.19879451;0.06822215
Percht Handkerchief;4;0.29968226;0.12861289
Percht Queen's Frozen Heart;5;0.045835335;-0.0066010626
Petrified Leaf;4;0.17681843;-0.06816988
Phoenix Charm;1;0.19811663;0.013648607
Phoenix Egg;5;0.21853615;-0.06857935
Plagueroot Offshoot;3;-0.13783218;0.0073660454
Platinum Coin;0;0.010950099;0.12765963
Platinum Token;0;0.35436666;0.24602982
Pomegranate;3;-0.25266415;-0.087709926
Portable Flame;1;0.08549056;-0.08786393
Powerful Bash Scroll;5;0.022412173;0.00418124
Powerful Blockade Scroll;5;-0.017329153;0.047844186
Powerful Chop Scroll;5;0.057023663;0.019231748
Powerful Cloud Fabric Scroll;4;0.17448421;-0.20928197
Powerful Demon Presence Scroll;3;-0.28813368;-0.11369302
Powerful Dragon Hide Scroll;3;-0.2229584;-0.2505491
Powerful Electrify Scroll;5;0.15210919;-0.048361525
Powerful Epiphany Scroll;5;-0.062171627;-0.17460969
Powerful Featherweight Scroll;5;-0.024370523;-0.06049628
Powerful Frost Scroll;5;0.19507656;-0.15240587
Powerful Lich Shroud Scroll;5;0.037666388;-0.011458469
Powerful Precision Scroll;5;0.19530515;0.09662738
Powerful Punch Scroll;5;0.011671014;0.023287913
Powerful Quara Scale Scroll;5;0.20323917;0.0012415225
Powerful Reap Scroll;5;0.06715253;-0.0536826
Powerful Scorch Scroll;5;0.013420934;-0.1065216
Powerful Slash Scroll;5;0.020402296;-0.055312388
Powerful Snake Skin Scroll;3;-0.035571765;-0.24858546
Powerful Strike Scroll;5;0.11021131;0.118598856
Powerful Swiftness Scroll;5;0.09556374;0.01899566
Powerful Vampirism Scroll;3;-0.2782712;-0.14074813
Powerful Venom Scroll;3;-0.148152;-0.12875195
Powerful Vibrancy Scroll;5;0.21063152;-0.04854918
Powerful Void Scroll;5;0.101165436;-0.0806196
Primal Bag;3;-0.21715404;0.106002346
Prismatic Quartz;3;-0.17850594;-0.23726404
Proficiency Catalyst;2;-0.108676285;0.23059069
Rainbow Opal;1;0.26998743;-0.108847454
Rainbow Quartz;3;-0.073064536;-0.44134247
Raw Eye of the Chasm;5;0.083728075;-0.13861272
Raw Watermelon Tourmaline;4;0.11345593;-0.23347576
Red Crystal Fragment;3;-0.30478472;-0.22812477
Red Gem;3;-0.37482816;-0.17153984
Revised Promotion Scroll;4;0.26026085;-0.13355152
Rotrender Claw;5;0.12565953;0.18762228
Rotrender Scalp;5;0.14982235;0.040688403
Rotrender's Sceptre;5;0.19072555;0.22781698
Royal Almandine;3;-0.20254052;0.07492314
Rusted Armor;3;-0.38304284;-0.048731487
Rusted Helmet;5;-0.008154857;0.20963794
Rusted Legs;5;-0.053351287;0.055785798
Rusted Shield;2;-0.2739755;0.20571175
Sage Gem;3;-0.36730456;-0.1331367
Sand-Filled Horn;0;-0.14394563;0.13204192
Sandscourge Figurine;4;0.13417926;-0.32114446
Scallop Shell;5;0.11100321;-0.03332577
Scarab Coin;3;-0.28758875;-0.207583
Scrubbing Brush;5;0.11296477;-0.1097005
Sea Horse Figurine;3;-0.23815598;-0.23382837
Shadow Cowl;3;-0.09941672;-0.0015048636
Shaggy Ogre Bag;5;0.1171776;-0.037832517
Signet Ring (Valioso);0;0.23444225;0.31337193
Silver Brooch;3;-0.2976098;-0.2446055
Silver Foxmouse Coin;0;0.24259192;0.17576769
Silver Hand Mirror;3;-0.18192598;-0.20283277
Silver Moon Coin;0;0.2273014;0.103316076
Silver Raid Token;0;0.15846445;0.3537588
Silver Token;3;-0.26781306;0.025483917
Skull Coin;5;-0.053556755;-0.042886827
Skullfrost Figurine;3;-0.020635592;-0.3654613
Slightly Rusted Armor;3;-0.4257956;0.004278436
Slightly Rusted Helmet;2;-0.20986225;0.23735346
Slightly Rusted Legs;3;-0.17517968;-0.01722713
Slightly Rusted Shield;2;-0.16983554;0.2841994
Sliver;3;-0.3876571;-0.19669268
Small Amethyst;3;-0.42435825;-0.16675061
Small Diamond;3;-0.42178953;-0.16715106
Small Emerald;3;-0.43974197;-0.122379735
Small Enchanted Amethyst;3;-0.3565798;-0.24600537
Small Enchanted Emerald;3;-0.35207623;-0.26649576
Small Enchanted Ruby;3;-0.2947525;-0.1314893
Small Enchanted Sapphire;3;-0.24699084;-0.15498401
Small Ruby;3;-0.44232076;-0.25312233
Small Sapphire;3;-0.3836136;-0.18966942
Small Topaz;3;-0.40356573;-0.13245179
Snowbash Figurine;4;0.1359432;-0.24389441
Soap;5;0.13628274;-0.09897832
Solitude Charm;0;0.19360915;0.018840462
Soul Prism;3;-0.33443612;-0.2349213
Spectral Gold Nugget;1;0.19967483;-0.010023557
Spectral Horse Tack;3;-0.32937923;-0.022383468
Spectral Horseshoe;3;-0.30298102;-0.10897256
Spectral Saddle;3;-0.34950012;-0.06870922
Spectral Scrap of Cloth;5;0.048794895;-0.29882917
Spectral Silver Nugget;1;0.0154176;0.026759367
Spiritual Charm;0;-0.02279259;-0.0802354
Spiritual Horseshoe;3;-0.27393728;-0.19620398
Spiritualist Gem;3;-0.3984791;-0.17413251
Spite's Spirit;3;-0.11231669;0.016744552
Stone of Insight;1;0.19150177;0.002575992
Stone of Wisdom;0;-0.010604781;0.0777615
Strange Inedible Fruit;4;0.0868902;-0.09047278
String of Mending;5;0.21829301;0.25488457
Sun Brooch;3;-0.07632469;-0.059632212
Surprise Jar;4;0.24564986;-0.22488375
Tagralt-Inlaid Scabbard;3;-0.13473098;-0.024430199
Talon;3;-0.44876835;-0.17867869
The Heart of the Sea;5;0.051453765;0.10022297
The Skull of a Beast;3;-0.41134602;-0.057058986
The Vampire Count's Medal;0;-0.13947;0.14753507
Thundergiant Figurine;3;-0.023784686;-0.2725002
Tiara;5;-0.08674477;0.13418803
Tibia Coins;4;0.32849565;-0.04008754
Tiger Eye;3;-0.37301943;-0.09938685
Tinder Box;4;0.3970675;-0.11817653
Titanium Token;5;0.4222501;0.116234854
Token of Love;0;-0.0070778574;0.11755963
Twin Sun Charm;1;0.22524372;-0.05924186
Unicorn Figurine;3;-0.27072614;-0.3861961
Unicorn Weisswurst;3;-0.0031260245;-0.18307678
Unity Charm;0;0.14954501;0.081165835
Unrealized Dream;3;-0.011924687;-0.20644644
Vampire Lord Token;3;-0.22591043;-0.011064802
Vial of Hatred;3;-0.2093659;0.10744497
Violet Crystal Shard;3;-0.31505948;-0.33753315
Violet Gem;3;-0.35193226;-0.26061982
Watermelon Tourmaline (Fatia);3;-0.063234344;-0.27984005
Watermelon Tourmaline (Lapidada);4;0.294281;-0.27953672
White Gem;3;-0.34102553;-0.13350472
White Pearl;3;-0.31343514;-0.18248919
White Silk Flower;4;0.23318288;-0.24501163
Wind-Up Key;0;0.26621535;0.2513326
Wind-Up Loco;5;0.1854382;0.06791366
Yellow Gem;3;-0.2582277;-0.19081247
Amber Wand;2;-0.1606396;-0.07968187
Cobra Wand;2;-0.1409601;-0.01951342
Deepling Ceremonial Dagger;2;-0.36688593;0.050357275
Deepling Fork;2;-0.28452677;0.006087389
Draining Inferniarch Wand;2;-0.31003356;-0.05231031
Dream Blossom Staff;3;-0.37909183;-0.2941501
Eldritch Wand;2;-0.25695863;-0.0668965
Energized Limb;2;-0.34854603;0.0035552492
Falcon Wand;2;-0.26014873;0.06903241
Ferumbras' Staff (Enchanted Wand);2;-0.28811568;-0.039382134
Ferumbras' Staff (Wand);2;-0.21840544;0.052149184
Gilded Eldritch Wand;2;-0.25903204;-0.05301401
Grand Sanguine Coil;2;-0.23096864;-0.015371053
Inferniarch Wand;2;-0.29841027;-0.06735932
Jungle Wand;2;-0.24450666;-0.12619996
Lion Wand;2;-0.28956628;-0.03249868
Naga Wand;2;-0.16772456;-0.06617275
Rending Inferniarch Wand;2;-0.31320542;-0.058969248
Sanguine Coil;2;-0.20550072;-0.015816761
Shimmer Wand;2;-0.12901007;-0.025927322
Siphoning Inferniarch Wand;2;-0.3282908;-0.06326749
Sorcerer and Druid Staff;2;-0.33640924;-0.013319533
Soultainter;2;-0.31719244;-0.012368454
The Scorcher;2;-0.31471896;0.062165838
Wand of Cosmic Energy;3;-0.25885123;-0.09255417
Wand of Darkness;3;-0.30629107;-0.061990954
Wand of Decay;3;-0.43888453;-0.18014099
Wand of Defiance;3;-0.40901753;-0.25237778
Wand of Destruction;2;-0.27351964;0.0055076377
Wand of Dimensions;2;-0.15864739;-0.031407367
Wand of Draconia;3;-0.4005798;-0.2287812
Wand of Dragonbreath;3;-0.4183105;-0.19971432
Wand of Everblazing;3;-0.43139303;-0.1365166
Wand of Inferno;3;-0.4717213;-0.18606116
Wand of Starstorm;3;-0.45678216;-0.068429865
Wand of Voodoo;3;-0.4524226;-0.057814647
Wand of Vortex;3;-0.318519;-0.10902856
